INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_TYPE,ANC_TYPE,XML_DATA_ITEM,MARKET_RUN_ID,MW,ANC_REGION,OPR_INTERVAL,GROUP,OPR_TM
2019-07-16T02:45:00-00:00,2019-07-16T03:00:00-00:00,7/15/2019,20,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,4,15,80
2019-07-16T03:00:00-00:00,2019-07-16T03:15:00-00:00,7/15/2019,21,interval,RU,RU_CLR_PRC,RTM,17.91813,AS_CAISO_EXP,1,15,81
2019-07-16T03:15:00-00:00,2019-07-16T03:30:00-00:00,7/15/2019,21,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,2,15,82
2019-07-16T03:30:00-00:00,2019-07-16T03:45:00-00:00,7/15/2019,21,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,15,83
2019-07-16T03:45:00-00:00,2019-07-16T04:00:00-00:00,7/15/2019,21,interval,RU,RU_CLR_PRC,RTM,6.52064,AS_CAISO_EXP,4,15,84
2019-07-16T04:00:00-00:00,2019-07-16T04:15:00-00:00,7/15/2019,22,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,15,85
2019-07-16T04:15:00-00:00,2019-07-16T04:30:00-00:00,7/15/2019,22,interval,RU,RU_CLR_PRC,RTM,7.11,AS_CAISO_EXP,2,15,86
2019-07-16T04:30:00-00:00,2019-07-16T04:45:00-00:00,7/15/2019,22,interval,RU,RU_CLR_PRC,RTM,7.11,AS_CAISO_EXP,3,15,87
2019-07-16T04:45:00-00:00,2019-07-16T05:00:00-00:00,7/15/2019,22,interval,RU,RU_CLR_PRC,RTM,24.04938,AS_CAISO_EXP,4,15,88
2019-07-16T05:00:00-00:00,2019-07-16T05:15:00-00:00,7/15/2019,23,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,1,15,89
2019-07-16T05:15:00-00:00,2019-07-16T05:30:00-00:00,7/15/2019,23,interval,RU,RU_CLR_PRC,RTM,13.4614,AS_CAISO_EXP,2,15,90
2019-07-16T05:30:00-00:00,2019-07-16T05:45:00-00:00,7/15/2019,23,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,3,15,91
2019-07-16T05:45:00-00:00,2019-07-16T06:00:00-00:00,7/15/2019,23,interval,RU,RU_CLR_PRC,RTM,7.02092,AS_CAISO_EXP,4,15,92
2019-07-16T06:00:00-00:00,2019-07-16T06:15:00-00:00,7/15/2019,24,interval,RU,RU_CLR_PRC,RTM,2.51,AS_CAISO_EXP,1,15,93
2019-07-16T06:15:00-00:00,2019-07-16T06:30:00-00:00,7/15/2019,24,interval,RU,RU_CLR_PRC,RTM,10,AS_CAISO_EXP,2,15,94
2019-07-16T06:30:00-00:00,2019-07-16T06:45:00-00:00,7/15/2019,24,interval,RU,RU_CLR_PRC,RTM,0.24,AS_CAISO_EXP,3,15,95
2019-07-16T06:45:00-00:00,2019-07-16T07:00:00-00:00,7/15/2019,24,interval,RU,RU_CLR_PRC,RTM,5.19933,AS_CAISO_EXP,4,15,96
2019-07-16T07:00:00-00:00,2019-07-16T07:15:00-00:00,7/16/2019,1,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,1,16,1
2019-07-16T07:15:00-00:00,2019-07-16T07:30:00-00:00,7/16/2019,1,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,2,16,2
2019-07-16T07:30:00-00:00,2019-07-16T07:45:00-00:00,7/16/2019,1,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,3,16,3
2019-07-16T07:45:00-00:00,2019-07-16T08:00:00-00:00,7/16/2019,1,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,4,16,4
2019-07-16T08:00:00-00:00,2019-07-16T08:15:00-00:00,7/16/2019,2,interval,RU,RU_CLR_PRC,RTM,5,AS_CAISO_EXP,1,16,5
2019-07-16T08:15:00-00:00,2019-07-16T08:30:00-00:00,7/16/2019,2,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,16,6
2019-07-16T08:30:00-00:00,2019-07-16T08:45:00-00:00,7/16/2019,2,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,7
2019-07-16T08:45:00-00:00,2019-07-16T09:00:00-00:00,7/16/2019,2,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,16,8
2019-07-16T09:00:00-00:00,2019-07-16T09:15:00-00:00,7/16/2019,3,interval,RU,RU_CLR_PRC,RTM,2.55,AS_CAISO_EXP,1,16,9
2019-07-16T09:15:00-00:00,2019-07-16T09:30:00-00:00,7/16/2019,3,interval,RU,RU_CLR_PRC,RTM,2.55,AS_CAISO_EXP,2,16,10
2019-07-16T09:30:00-00:00,2019-07-16T09:45:00-00:00,7/16/2019,3,interval,RU,RU_CLR_PRC,RTM,0.25,AS_CAISO_EXP,3,16,11
2019-07-16T09:45:00-00:00,2019-07-16T10:00:00-00:00,7/16/2019,3,interval,RU,RU_CLR_PRC,RTM,0.25,AS_CAISO_EXP,4,16,12
2019-07-16T10:00:00-00:00,2019-07-16T10:15:00-00:00,7/16/2019,4,interval,RU,RU_CLR_PRC,RTM,2.11636,AS_CAISO_EXP,1,16,13
2019-07-16T10:15:00-00:00,2019-07-16T10:30:00-00:00,7/16/2019,4,interval,RU,RU_CLR_PRC,RTM,2.02724,AS_CAISO_EXP,2,16,14
2019-07-16T10:30:00-00:00,2019-07-16T10:45:00-00:00,7/16/2019,4,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,15
2019-07-16T10:45:00-00:00,2019-07-16T11:00:00-00:00,7/16/2019,4,interval,RU,RU_CLR_PRC,RTM,0.25,AS_CAISO_EXP,4,16,16
2019-07-16T11:00:00-00:00,2019-07-16T11:15:00-00:00,7/16/2019,5,interval,RU,RU_CLR_PRC,RTM,2.54,AS_CAISO_EXP,1,16,17
2019-07-16T11:15:00-00:00,2019-07-16T11:30:00-00:00,7/16/2019,5,interval,RU,RU_CLR_PRC,RTM,2.54,AS_CAISO_EXP,2,16,18
2019-07-16T11:30:00-00:00,2019-07-16T11:45:00-00:00,7/16/2019,5,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,19
2019-07-16T11:45:00-00:00,2019-07-16T12:00:00-00:00,7/16/2019,5,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,16,20
2019-07-16T12:00:00-00:00,2019-07-16T12:15:00-00:00,7/16/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,16,21
2019-07-16T12:15:00-00:00,2019-07-16T12:30:00-00:00,7/16/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,16,22
2019-07-16T12:30:00-00:00,2019-07-16T12:45:00-00:00,7/16/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,23
2019-07-16T12:45:00-00:00,2019-07-16T13:00:00-00:00,7/16/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,16,24
2019-07-16T13:00:00-00:00,2019-07-16T13:15:00-00:00,7/16/2019,7,interval,RU,RU_CLR_PRC,RTM,1.61,AS_CAISO_EXP,1,16,25
2019-07-16T13:15:00-00:00,2019-07-16T13:30:00-00:00,7/16/2019,7,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,2,16,26
2019-07-16T13:30:00-00:00,2019-07-16T13:45:00-00:00,7/16/2019,7,interval,RU,RU_CLR_PRC,RTM,1.38813,AS_CAISO_EXP,3,16,27
2019-07-16T13:45:00-00:00,2019-07-16T14:00:00-00:00,7/16/2019,7,interval,RU,RU_CLR_PRC,RTM,0.44637,AS_CAISO_EXP,4,16,28
2019-07-16T14:00:00-00:00,2019-07-16T14:15:00-00:00,7/16/2019,8,interval,RU,RU_CLR_PRC,RTM,5.28,AS_CAISO_EXP,1,16,29
2019-07-16T14:15:00-00:00,2019-07-16T14:30:00-00:00,7/16/2019,8,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,16,30
2019-07-16T14:30:00-00:00,2019-07-16T14:45:00-00:00,7/16/2019,8,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,31
2019-07-16T14:45:00-00:00,2019-07-16T15:00:00-00:00,7/16/2019,8,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,16,32
2019-07-16T15:00:00-00:00,2019-07-16T15:15:00-00:00,7/16/2019,9,interval,RU,RU_CLR_PRC,RTM,5,AS_CAISO_EXP,1,16,33
2019-07-16T15:15:00-00:00,2019-07-16T15:30:00-00:00,7/16/2019,9,interval,RU,RU_CLR_PRC,RTM,5,AS_CAISO_EXP,2,16,34
2019-07-16T15:30:00-00:00,2019-07-16T15:45:00-00:00,7/16/2019,9,interval,RU,RU_CLR_PRC,RTM,5,AS_CAISO_EXP,3,16,35
2019-07-16T15:45:00-00:00,2019-07-16T16:00:00-00:00,7/16/2019,9,interval,RU,RU_CLR_PRC,RTM,5,AS_CAISO_EXP,4,16,36
2019-07-16T16:00:00-00:00,2019-07-16T16:15:00-00:00,7/16/2019,10,interval,RU,RU_CLR_PRC,RTM,20,AS_CAISO_EXP,1,16,37
2019-07-16T16:15:00-00:00,2019-07-16T16:30:00-00:00,7/16/2019,10,interval,RU,RU_CLR_PRC,RTM,20,AS_CAISO_EXP,2,16,38
2019-07-16T16:30:00-00:00,2019-07-16T16:45:00-00:00,7/16/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,39
2019-07-16T16:45:00-00:00,2019-07-16T17:00:00-00:00,7/16/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,16,40
2019-07-16T17:00:00-00:00,2019-07-16T17:15:00-00:00,7/16/2019,11,interval,RU,RU_CLR_PRC,RTM,76,AS_CAISO_EXP,1,16,41
2019-07-16T17:15:00-00:00,2019-07-16T17:30:00-00:00,7/16/2019,11,interval,RU,RU_CLR_PRC,RTM,11.89,AS_CAISO_EXP,2,16,42
2019-07-16T17:30:00-00:00,2019-07-16T17:45:00-00:00,7/16/2019,11,interval,RU,RU_CLR_PRC,RTM,10.10131,AS_CAISO_EXP,3,16,43
2019-07-16T17:45:00-00:00,2019-07-16T18:00:00-00:00,7/16/2019,11,interval,RU,RU_CLR_PRC,RTM,12.42351,AS_CAISO_EXP,4,16,44
2019-07-16T18:00:00-00:00,2019-07-16T18:15:00-00:00,7/16/2019,12,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,16,45
2019-07-16T18:15:00-00:00,2019-07-16T18:30:00-00:00,7/16/2019,12,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,16,46
2019-07-16T18:30:00-00:00,2019-07-16T18:45:00-00:00,7/16/2019,12,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,47
2019-07-16T18:45:00-00:00,2019-07-16T19:00:00-00:00,7/16/2019,12,interval,RU,RU_CLR_PRC,RTM,2.77457,AS_CAISO_EXP,4,16,48
2019-07-16T19:00:00-00:00,2019-07-16T19:15:00-00:00,7/16/2019,13,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,1,16,49
2019-07-16T19:15:00-00:00,2019-07-16T19:30:00-00:00,7/16/2019,13,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,16,50
2019-07-16T19:30:00-00:00,2019-07-16T19:45:00-00:00,7/16/2019,13,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,16,51
2019-07-16T19:45:00-00:00,2019-07-16T20:00:00-00:00,7/16/2019,13,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,16,52
2019-07-16T20:00:00-00:00,2019-07-16T20:15:00-00:00,7/16/2019,14,interval,RU,RU_CLR_PRC,RTM,4.7265,AS_CAISO_EXP,1,16,53
2019-07-16T20:15:00-00:00,2019-07-16T20:30:00-00:00,7/16/2019,14,interval,RU,RU_CLR_PRC,RTM,9.5389,AS_CAISO_EXP,2,16,54
2019-07-16T20:30:00-00:00,2019-07-16T20:45:00-00:00,7/16/2019,14,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,3,16,55
2019-07-16T20:45:00-00:00,2019-07-16T21:00:00-00:00,7/16/2019,14,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,4,16,56
2019-07-16T21:00:00-00:00,2019-07-16T21:15:00-00:00,7/16/2019,15,interval,RU,RU_CLR_PRC,RTM,4.3801,AS_CAISO_EXP,1,16,57
2019-07-16T21:15:00-00:00,2019-07-16T21:30:00-00:00,7/16/2019,15,interval,RU,RU_CLR_PRC,RTM,5.02228,AS_CAISO_EXP,2,16,58
2019-07-16T21:30:00-00:00,2019-07-16T21:45:00-00:00,7/16/2019,15,interval,RU,RU_CLR_PRC,RTM,9.56175,AS_CAISO_EXP,3,16,59
2019-07-16T21:45:00-00:00,2019-07-16T22:00:00-00:00,7/16/2019,15,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,4,16,60
2019-07-16T22:00:00-00:00,2019-07-16T22:15:00-00:00,7/16/2019,16,interval,RU,RU_CLR_PRC,RTM,5.24665,AS_CAISO_EXP,1,16,61
2019-07-16T22:15:00-00:00,2019-07-16T22:30:00-00:00,7/16/2019,16,interval,RU,RU_CLR_PRC,RTM,5.30656,AS_CAISO_EXP,2,16,62
2019-07-16T22:30:00-00:00,2019-07-16T22:45:00-00:00,7/16/2019,16,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,3,16,63
2019-07-16T22:45:00-00:00,2019-07-16T23:00:00-00:00,7/16/2019,16,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,4,16,64
2019-07-16T23:00:00-00:00,2019-07-16T23:15:00-00:00,7/16/2019,17,interval,RU,RU_CLR_PRC,RTM,3.07026,AS_CAISO_EXP,1,16,65
2019-07-16T23:15:00-00:00,2019-07-16T23:30:00-00:00,7/16/2019,17,interval,RU,RU_CLR_PRC,RTM,3.45586,AS_CAISO_EXP,2,16,66
2019-07-16T23:30:00-00:00,2019-07-16T23:45:00-00:00,7/16/2019,17,interval,RU,RU_CLR_PRC,RTM,6.522,AS_CAISO_EXP,3,16,67
2019-07-16T23:45:00-00:00,2019-07-17T00:00:00-00:00,7/16/2019,17,interval,RU,RU_CLR_PRC,RTM,25,AS_CAISO_EXP,4,16,68
2019-07-17T00:00:00-00:00,2019-07-17T00:15:00-00:00,7/16/2019,18,interval,RU,RU_CLR_PRC,RTM,6.6229,AS_CAISO_EXP,1,16,69
2019-07-17T00:15:00-00:00,2019-07-17T00:30:00-00:00,7/16/2019,18,interval,RU,RU_CLR_PRC,RTM,15.58421,AS_CAISO_EXP,2,16,70
2019-07-17T00:30:00-00:00,2019-07-17T00:45:00-00:00,7/16/2019,18,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,3,16,71
2019-07-17T00:45:00-00:00,2019-07-17T01:00:00-00:00,7/16/2019,18,interval,RU,RU_CLR_PRC,RTM,2.96549,AS_CAISO_EXP,4,16,72
2019-07-17T01:00:00-00:00,2019-07-17T01:15:00-00:00,7/16/2019,19,interval,RU,RU_CLR_PRC,RTM,1.29,AS_CAISO_EXP,1,16,73
2019-07-17T01:15:00-00:00,2019-07-17T01:30:00-00:00,7/16/2019,19,interval,RU,RU_CLR_PRC,RTM,5.08251,AS_CAISO_EXP,2,16,74
2019-07-17T01:30:00-00:00,2019-07-17T01:45:00-00:00,7/16/2019,19,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,3,16,75
2019-07-17T01:45:00-00:00,2019-07-17T02:00:00-00:00,7/16/2019,19,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,4,16,76
2019-07-17T02:00:00-00:00,2019-07-17T02:15:00-00:00,7/16/2019,20,interval,RU,RU_CLR_PRC,RTM,13.83131,AS_CAISO_EXP,1,16,77
2019-07-17T02:15:00-00:00,2019-07-17T02:30:00-00:00,7/16/2019,20,interval,RU,RU_CLR_PRC,RTM,23.06544,AS_CAISO_EXP,2,16,78
2019-07-17T02:30:00-00:00,2019-07-17T02:45:00-00:00,7/16/2019,20,interval,RU,RU_CLR_PRC,RTM,27.04905,AS_CAISO_EXP,3,16,79
2019-07-17T02:45:00-00:00,2019-07-17T03:00:00-00:00,7/16/2019,20,interval,RU,RU_CLR_PRC,RTM,2.2953,AS_CAISO_EXP,4,16,80
2019-07-17T03:00:00-00:00,2019-07-17T03:15:00-00:00,7/16/2019,21,interval,RU,RU_CLR_PRC,RTM,2.16145,AS_CAISO_EXP,1,16,81
2019-07-17T03:15:00-00:00,2019-07-17T03:30:00-00:00,7/16/2019,21,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,2,16,82
2019-07-17T03:30:00-00:00,2019-07-17T03:45:00-00:00,7/16/2019,21,interval,RU,RU_CLR_PRC,RTM,8.5831,AS_CAISO_EXP,3,16,83
2019-07-17T03:45:00-00:00,2019-07-17T04:00:00-00:00,7/16/2019,21,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,4,16,84
2019-07-17T04:00:00-00:00,2019-07-17T04:15:00-00:00,7/16/2019,22,interval,RU,RU_CLR_PRC,RTM,8.11,AS_CAISO_EXP,1,16,85
2019-07-17T04:15:00-00:00,2019-07-17T04:30:00-00:00,7/16/2019,22,interval,RU,RU_CLR_PRC,RTM,12.7961,AS_CAISO_EXP,2,16,86
2019-07-17T04:30:00-00:00,2019-07-17T04:45:00-00:00,7/16/2019,22,interval,RU,RU_CLR_PRC,RTM,6.10273,AS_CAISO_EXP,3,16,87
2019-07-17T04:45:00-00:00,2019-07-17T05:00:00-00:00,7/16/2019,22,interval,RU,RU_CLR_PRC,RTM,3.11894,AS_CAISO_EXP,4,16,88
2019-07-17T05:00:00-00:00,2019-07-17T05:15:00-00:00,7/16/2019,23,interval,RU,RU_CLR_PRC,RTM,2,AS_CAISO_EXP,1,16,89
2019-07-17T05:15:00-00:00,2019-07-17T05:30:00-00:00,7/16/2019,23,interval,RU,RU_CLR_PRC,RTM,7.48624,AS_CAISO_EXP,2,16,90
2019-07-17T05:30:00-00:00,2019-07-17T05:45:00-00:00,7/16/2019,23,interval,RU,RU_CLR_PRC,RTM,10.06156,AS_CAISO_EXP,3,16,91
2019-07-17T05:45:00-00:00,2019-07-17T06:00:00-00:00,7/16/2019,23,interval,RU,RU_CLR_PRC,RTM,5.31275,AS_CAISO_EXP,4,16,92
2019-07-17T06:00:00-00:00,2019-07-17T06:15:00-00:00,7/16/2019,24,interval,RU,RU_CLR_PRC,RTM,4.30669,AS_CAISO_EXP,1,16,93
2019-07-17T06:15:00-00:00,2019-07-17T06:30:00-00:00,7/16/2019,24,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,2,16,94
2019-07-17T06:30:00-00:00,2019-07-17T06:45:00-00:00,7/16/2019,24,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,3,16,95
2019-07-17T06:45:00-00:00,2019-07-17T07:00:00-00:00,7/16/2019,24,interval,RU,RU_CLR_PRC,RTM,0.12,AS_CAISO_EXP,4,16,96
2019-07-17T07:00:00-00:00,2019-07-17T07:15:00-00:00,7/17/2019,1,interval,RU,RU_CLR_PRC,RTM,4.08976,AS_CAISO_EXP,1,17,1
2019-07-17T07:15:00-00:00,2019-07-17T07:30:00-00:00,7/17/2019,1,interval,RU,RU_CLR_PRC,RTM,4.08976,AS_CAISO_EXP,2,17,2
2019-07-17T07:30:00-00:00,2019-07-17T07:45:00-00:00,7/17/2019,1,interval,RU,RU_CLR_PRC,RTM,3,AS_CAISO_EXP,3,17,3
2019-07-17T07:45:00-00:00,2019-07-17T08:00:00-00:00,7/17/2019,1,interval,RU,RU_CLR_PRC,RTM,2.81583,AS_CAISO_EXP,4,17,4
2019-07-17T08:00:00-00:00,2019-07-17T08:15:00-00:00,7/17/2019,2,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,1,17,5
2019-07-17T08:15:00-00:00,2019-07-17T08:30:00-00:00,7/17/2019,2,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,2,17,6
2019-07-17T08:30:00-00:00,2019-07-17T08:45:00-00:00,7/17/2019,2,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,3,17,7
2019-07-17T08:45:00-00:00,2019-07-17T09:00:00-00:00,7/17/2019,2,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,4,17,8
2019-07-17T09:00:00-00:00,2019-07-17T09:15:00-00:00,7/17/2019,3,interval,RU,RU_CLR_PRC,RTM,2.4,AS_CAISO_EXP,1,17,9
2019-07-17T09:15:00-00:00,2019-07-17T09:30:00-00:00,7/17/2019,3,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,2,17,10
2019-07-17T09:30:00-00:00,2019-07-17T09:45:00-00:00,7/17/2019,3,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,3,17,11
2019-07-17T09:45:00-00:00,2019-07-17T10:00:00-00:00,7/17/2019,3,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,4,17,12
2019-07-17T10:00:00-00:00,2019-07-17T10:15:00-00:00,7/17/2019,4,interval,RU,RU_CLR_PRC,RTM,2.04,AS_CAISO_EXP,1,17,13
2019-07-17T10:15:00-00:00,2019-07-17T10:30:00-00:00,7/17/2019,4,interval,RU,RU_CLR_PRC,RTM,2.04,AS_CAISO_EXP,2,17,14
2019-07-17T10:30:00-00:00,2019-07-17T10:45:00-00:00,7/17/2019,4,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,3,17,15
2019-07-17T10:45:00-00:00,2019-07-17T11:00:00-00:00,7/17/2019,4,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,4,17,16
2019-07-17T11:00:00-00:00,2019-07-17T11:15:00-00:00,7/17/2019,5,interval,RU,RU_CLR_PRC,RTM,2.27,AS_CAISO_EXP,1,17,17
2019-07-17T11:15:00-00:00,2019-07-17T11:30:00-00:00,7/17/2019,5,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,2,17,18
2019-07-17T11:30:00-00:00,2019-07-17T11:45:00-00:00,7/17/2019,5,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,3,17,19
2019-07-17T11:45:00-00:00,2019-07-17T12:00:00-00:00,7/17/2019,5,interval,RU,RU_CLR_PRC,RTM,1.22,AS_CAISO_EXP,4,17,20
2019-07-17T12:00:00-00:00,2019-07-17T12:15:00-00:00,7/17/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,1,17,21
2019-07-17T12:15:00-00:00,2019-07-17T12:30:00-00:00,7/17/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,2,17,22
2019-07-17T12:30:00-00:00,2019-07-17T12:45:00-00:00,7/17/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,17,23
2019-07-17T12:45:00-00:00,2019-07-17T13:00:00-00:00,7/17/2019,6,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,17,24
2019-07-17T13:00:00-00:00,2019-07-17T13:15:00-00:00,7/17/2019,7,interval,RU,RU_CLR_PRC,RTM,3.17335,AS_CAISO_EXP,1,17,25
2019-07-17T13:15:00-00:00,2019-07-17T13:30:00-00:00,7/17/2019,7,interval,RU,RU_CLR_PRC,RTM,3.07253,AS_CAISO_EXP,2,17,26
2019-07-17T13:30:00-00:00,2019-07-17T13:45:00-00:00,7/17/2019,7,interval,RU,RU_CLR_PRC,RTM,0.98117,AS_CAISO_EXP,3,17,27
2019-07-17T13:45:00-00:00,2019-07-17T14:00:00-00:00,7/17/2019,7,interval,RU,RU_CLR_PRC,RTM,0.32041,AS_CAISO_EXP,4,17,28
2019-07-17T14:00:00-00:00,2019-07-17T14:15:00-00:00,7/17/2019,8,interval,RU,RU_CLR_PRC,RTM,3.13,AS_CAISO_EXP,1,17,29
2019-07-17T14:15:00-00:00,2019-07-17T14:30:00-00:00,7/17/2019,8,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,2,17,30
2019-07-17T14:30:00-00:00,2019-07-17T14:45:00-00:00,7/17/2019,8,interval,RU,RU_CLR_PRC,RTM,1.0187,AS_CAISO_EXP,3,17,31
2019-07-17T14:45:00-00:00,2019-07-17T15:00:00-00:00,7/17/2019,8,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,4,17,32
2019-07-17T15:00:00-00:00,2019-07-17T15:15:00-00:00,7/17/2019,9,interval,RU,RU_CLR_PRC,RTM,3.82,AS_CAISO_EXP,1,17,33
2019-07-17T15:15:00-00:00,2019-07-17T15:30:00-00:00,7/17/2019,9,interval,RU,RU_CLR_PRC,RTM,3.82,AS_CAISO_EXP,2,17,34
2019-07-17T15:30:00-00:00,2019-07-17T15:45:00-00:00,7/17/2019,9,interval,RU,RU_CLR_PRC,RTM,3.82,AS_CAISO_EXP,3,17,35
2019-07-17T15:45:00-00:00,2019-07-17T16:00:00-00:00,7/17/2019,9,interval,RU,RU_CLR_PRC,RTM,3.82,AS_CAISO_EXP,4,17,36
2019-07-17T16:00:00-00:00,2019-07-17T16:15:00-00:00,7/17/2019,10,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,1,17,37
2019-07-17T16:15:00-00:00,2019-07-17T16:30:00-00:00,7/17/2019,10,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,2,17,38
2019-07-17T16:30:00-00:00,2019-07-17T16:45:00-00:00,7/17/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,3,17,39
2019-07-17T16:45:00-00:00,2019-07-17T17:00:00-00:00,7/17/2019,10,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,17,40
2019-07-17T17:00:00-00:00,2019-07-17T17:15:00-00:00,7/17/2019,11,interval,RU,RU_CLR_PRC,RTM,3.83,AS_CAISO_EXP,1,17,41
2019-07-17T17:15:00-00:00,2019-07-17T17:30:00-00:00,7/17/2019,11,interval,RU,RU_CLR_PRC,RTM,3.83,AS_CAISO_EXP,2,17,42
2019-07-17T17:30:00-00:00,2019-07-17T17:45:00-00:00,7/17/2019,11,interval,RU,RU_CLR_PRC,RTM,3.83,AS_CAISO_EXP,3,17,43
2019-07-17T17:45:00-00:00,2019-07-17T18:00:00-00:00,7/17/2019,11,interval,RU,RU_CLR_PRC,RTM,3.83,AS_CAISO_EXP,4,17,44
2019-07-17T18:00:00-00:00,2019-07-17T18:15:00-00:00,7/17/2019,12,interval,RU,RU_CLR_PRC,RTM,1.99,AS_CAISO_EXP,1,17,45
2019-07-17T18:15:00-00:00,2019-07-17T18:30:00-00:00,7/17/2019,12,interval,RU,RU_CLR_PRC,RTM,2.48709,AS_CAISO_EXP,2,17,46
2019-07-17T18:30:00-00:00,2019-07-17T18:45:00-00:00,7/17/2019,12,interval,RU,RU_CLR_PRC,RTM,3.30993,AS_CAISO_EXP,3,17,47
2019-07-17T18:45:00-00:00,2019-07-17T19:00:00-00:00,7/17/2019,12,interval,RU,RU_CLR_PRC,RTM,0,AS_CAISO_EXP,4,17,48
2019-07-17T19:00:00-00:00,2019-07-17T19:15:00-00:00,7/17/2019,13,interval,RU,RU_CLR_PRC,RTM,4.37816,AS_CAISO_EXP,1,17,49
